fiber_number, frd_throughput, flux_throughput, reference_flux_ratio, flux_throughput_corrected, total_throughput
210,0.6911686673810068,0.8190634742348797,0.994474325971908,0.8236144994838375,0.5692565360439189
211,0.7128831516544084,0.8096539397692256,0.9971992821679702,0.8119279207752638,0.5788097350784809
212,0.6829518019320482,0.8151886330750084,0.9932805509899305,0.8207033070994586,0.5605008024351663
213,0.6580064123274176,0.8185115587890638,0.9878004290186596,0.8286203718318106,0.5452375180504605
214,0.6782803201173437,0.8090225973909725,0.9921525954142061,0.815421540124299,0.553084383266087
215,0.6890375351124989,0.8079101117353451,0.9894982043443888,0.8164846668626767,0.5625885823122085
216,0.7170155051492055,0.7600545315597919,0.9911575236639847,0.7668352541482197,0.5498327671193052
217,0.622278961325288,0.7262970376822032,0.9767238282089438,0.74360532292331,0.46272994798467276
218,0.6505828563242456,0.7492240600660964,0.9692059164010963,0.7730287727175176,0.5029192669753887
221,0.706814161541133,0.8045492217426148,1.064739388277497,0.7556301857529569,0.5340901161781468
223,0.6989225234055632,0.7871432483448016,1.013790390919731,0.7764358938445742,0.5426685341885038
225,0.7462769915540648,0.8106901036851467,1.0089655872644714,0.8034863764611702,0.5996233957801188
226,0.687061631253402,0.8253652309176278,0.9996228715081545,0.8256766170949849,0.5672907234290709
227,0.7431092015316172,0.8281150976085413,1.0059057754914222,0.8232531493359568,0.6117669904614321
230,0.7023333570904451,0.7938104733069569,1.0003667245886643,0.7935194702056486,0.5573151934261646
231,0.7469455135136076,0.816843990684292,1.0006634122968145,0.8163024456039586,0.6097334494140626
232,0.730026279744089,0.8259955070343822,0.9956584086587477,0.8295972793993489,0.6056278155657242
233,0.6874121281987294,0.8125323041124831,0.9907123816554271,0.820149540025719,0.5637807407502886
236,0.7069286782072097,0.8207091628837583,0.9963859980266346,0.8236859655888297,0.5822872309115406
239,0.6565155667609561,0.7999312777356284,0.9897288590665055,0.808232750220206,0.5306173820855848
244,0.7399177095519273,0.8052996670921817,0.9978896787970315,0.8070027020050758,0.5971155908698123
245,0.7228748155909005,0.814286370195286,0.9914563822908496,0.8213032713691385,0.5936994508351693
246,0.6213421753771998,0.8080322818603165,0.9945099475750051,0.8124929105340853,0.5048361125098012
249,0.7116834028138566,0.8113116579851172,0.9925335255236973,0.8174148652127787,0.5817405927852602
252,0.751371064754216,0.794578448389546,0.977556701720388,0.8128208286958484,0.6107300515116038
256,0.6947696765319205,0.8226362918215938,1.027104413697491,0.8009276183130897,0.5564602223008668
258,0.6777929524196591,0.8098822759867405,1.024178004793848,0.7907631995570514,0.53597372369259
260,0.6725817262472844,0.8098901275498139,0.9981559760769898,0.8113863433778064,0.5457236274825169
263,0.6770954093532336,0.7879484628303561,1.0204442036538286,0.7721622211278262,0.5228274952016476
264,0.671234040119955,0.8036855445760999,1.0175248212403931,0.7898436753576028,0.5301699612734779
265,0.6324106220690078,0.7987719924803744,1.0117871470597684,0.7894664355063105,0.49926695958114803
267,0.6052474750221799,0.8088738872476698,1.0164008127630304,0.7958217635115719,0.48166911293307724
269,0.704397953809034,0.8022652689594241,1.0148914872622146,0.7904936429446522,0.5568221045892622
270,0.6746759535053324,0.8046276511801761,1.0078265187298712,0.7983791220280851,0.5386471954130485
273,0.6307947910741115,0.806766673982759,1.0124982570008034,0.796807963277431,0.5026223127217754
276,0.6662979505193399,0.8181006661330558,1.0040684594391345,0.8147857433845108,0.5428900709294764
277,0.6282096688141467,0.7983202327405953,1.004596779256277,0.7946673224769918,0.4992176954706958
279,0.6358535515621699,0.6346952201992766,1.0084622107755066,0.6293693639855841,0.4001867453346577
280,0.6793390027453463,0.7583399075679293,1.007646646997196,0.7525851545557116,0.5112604483768295
283,0.6271544927605419,0.7956296659087662,1.0056632157805818,0.791149217177253,0.4961727859966999
285,0.6472369132155622,0.8086419669384627,0.9964082477271081,0.8115568782003197,0.5252695687452329
291,0.6378057532595243,0.7887909888891518,1.0079059281233025,0.7826037796581496,0.4991491931886169
293,0.6520713765604791,0.7713361651633565,1.00638131864719,0.7664452339002191,0.4997769987275343
